,link,name,user rating,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Ethernet,Web Camera,Pointer Device,Included Software,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,International Warranty,Wireless WAN,Recovery Options,RPM,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,Lock Port,NFC Support,HDD Capacity,Stylus Included,TGP,VGA Port,Color Gamut,Security Chip,Inbuilt 4G LTE,Cloud Storage,S-video,Dock Port,Firewire Port,RJ11,Read/Write Speed,EMMC Storage Capacity,Optane Memory
10,https://www.flipkart.com/dell-inspiron-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-3525-notebook/p/itm96a6101fa53ff?pid=COMGCYF9EZKKPEWD&lid=LSTCOMGCYF9EZKKPEWDXSSFWJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_83&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCYF9EZKKPEWD.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Carbon Black, 1.68 Kg, With MS Office)",4.2,"?30,990","Laptop, battery, adapter, cables and user manuals",Inspiron 3525,D560766WIN9BE,Inspiron 3525,Inspiron,Carbon Black,Notebook,Everyday Use,,3,Yes,,,AMD,Athlon Dual Core,,Yes,256 GB,8 GB,DDR4,3050U,3.2,16,4,AMD Radeon Radeon Graphics,2,64 bit,Windows 11 Home,Windows 11,Yes,"2x USB 3.2 Gen 1, 1x USB 2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,HD AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 x 210 x 23.5 mm,1.68 Kg,Not Available,No,English International Non Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Yes,HD,Touchpad,,Upto 7 hours,,2,2666 MHz,Yes,,,,,,,,,M.2 SATA,,64,,,1x SD Media Card Reader,Kensington Lock Port,,,,,,,,,,,,,,,,
11,https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-xps-9305-thin-light-laptop/p/itm401718e258f55?pid=COMGBTB4G43BUDZF&lid=LSTCOMGBTB4G43BUDZFPXNSQL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_84&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGBTB4G43BUDZF.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9305 Thin and Light Laptop  (13.4 inch, Platinum Silver, 1.16 kg, With MS Office)",,"?1,49,645","Laptop, battery, adapter, cables and user manuals",XPS 9305,ICC-C786502WIN8,XPS 9305,,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,,4 cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,LPDDR4X,1135G7,2.4 GHz upto max turbo frequency at 4.2 Ghz,32,8,Intel Integrated Iris Xe,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x Thunderbolt 4,1 x USB 3.2 Type C",,No,34.04 cm (13.4 inch),1920 x 1080 Pixel,Full HD WVA Infinity Edge,Yes,Yes,Waves Maxx Audio Pro,Killer Wi-Fi 6 AX1650,v5.1,302 x 199 x 15.8 mm,1.16 kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Premium Support Plus,Onsite,Manufacturing Defects,Physical Damage,1 Year,Not Available,HD,Touchpad,Office Home and Student 2021,Upto 13 Hours,,,,,,,,,,,,,M.2 SATA,,,,,1 x Micro SD card reader,,,,,,,,,,,,,,,,,
12,https://www.flipkart.com/lenovo-yoga-7i-ryzen-7-octa-core-r7-5800u-5th-gen-16-gb-512-gb-ssd-windows-10-home-14itl5-2-1-laptop/p/itmb3d84b43baa67?pid=COMGD4Y5G53ZV9QF&lid=LSTCOMGD4Y5G53ZV9QFTEI6DO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_85&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGD4Y5G53ZV9QF.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 inch, Slate Grey, 1.43 kg, With MS Office)",,"?99,219","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",14ITL5,82N7000AIN,Yoga Slim 7,Yoga 7i,Slate Grey,2 in 1 Laptop,Processing & Multitasking,65 W AC Adapter,,Yes,,,AMD,Ryzen 7 Octa Core,5th Gen,Yes,512 GB,16 GB,DDR4,R7-5800U,1.9 GHz,,16 MB,AMD Radeon Integrated AMD Radeon Graphics,,64 bit,Windows 10 Home,Windows 10 Home,,"2 x USB-C 3.2 Gen 2 (full function), 1 x USB-A 3.2 Gen 1",,Yes,35.56 cm (14 inch),1920 x 1080$$Pixels pixel,"35.5cms (14) FHD IPS (1920 x 1080) 300 nits, wide-viewing angle touchscreen, 72% NTSC, 16:9 aspect ratio, anti-glare",2 x 2W front-facing Dolby Atmos® Speaker System,Built-In Dual Array Microphone,Sound quality of speakers of this device is better than devices with normal Built-in Stereo Speakers.,,v5.0,214.6x320.4x17.7mm,1.43 kg,Not Available,Yes,English Backlit Keyboard,Yes,"Free upgrade to Windows 11 when available* Disclaimer-*The Windows 11 upgrade will be delivered late 2021 into 2022. Specific timing varies by device. Certain features require specific hardware., Processor: 5th Gen AMD Ryzen 7 - 5800U | Speed: 1.9 GHz (Base) - 4.4 GHz (Max) | 8 Cores | 16 Threads | 4MB L2/16MB L3 Cache, OS: Pre-Loaded Windows 10 Home with Lifetime Validity, FREE Upgrade to Windows 11* (when available), Pre-Installed: MS Office Home and Student 2019, Memory and Storage: 16GB RAM DDR4-3200 | 512 GB SSD, Graphics: Integrated AMD Radeon Graphics, Display: 14"" Full HD (1920x1080) | Brightness: 300 nits | IPS Technology | 72% NTSC | Touchscreen",1 Year Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD with PrivacyShutter,Multi-touch Touchpad,Microsoft Office Home and Student 2019,Upto 10 hours,Intel SoC,,3200 MHz,,Dolby Atmos®,300 Nits,No,Power Adaptor,1 Year,,,,,,,,,,,No,,,,,,,,,,,,,,,
13,https://www.flipkart.com/asus-ryzen-7-dual-core-7th-gen-16-gb-512-gb-hdd-512-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx3050-4gb-fa506ic-hn075w-gaming-laptop/p/itmbc73703ff2567?pid=COMGCTDTPVZHZ85K&lid=LSTCOMGCTDTPVZHZ85KBRARGK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_86&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCTDTPVZHZ85K.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX3050- 4GB) FA506IC-HN075W Gaming Laptop  (15.6 inch, Black)",,"?82,980","Laptop, Manual, Adaptor",FA506IC-HN075W,FA506IC-HN075W,TUF Gaming A15,,Black,Gaming Laptop,Gaming,,,No,DDR4,4 GB,AMD,Ryzen 7 Dual Core,7th Gen,Yes,512 GB,16 GB,DDR4,,,,,NVIDIA GeForce RTX3050- 4GB,,,Windows 11 Home,,,,,No,39.62 cm (15.6 inch),1080 x 1920$$Pixels pixel,,,,,,YES,,,Not Available,,,,,1 Year Warranty,on site,Manufacturer defect,"Damage, Burn",,,,,,4 hours,,,,,,,,,,,,,,,,,,,,,512 GB,,,,,,,,,,,,,,
14,https://www.flipkart.com/asus-ryzen-3-quad-core-3rd-gen-8-gb-256-gb-ssd-windows-11-home-m515da-br322ws-laptop/p/itm5c15928e928b5?pid=COMGCT6S5PZSVMCR&lid=LSTCOMGCT6S5PZSVMCRAIK43O&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_87&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCT6S5PZSVMCR.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"ASUS Ryzen 3 Quad Core 3rd Gen - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Laptop  (15.6 inch, Silver, With MS Office)",4.7,"?36,949","Laptop, Manual, Adaptor",M515DA-BR322WS,M515DA-BR322WS,Vivobook 15,,Silver,Laptop,"Entertainment, Everyday Use, Processing & Multitasking, Travel & Business",,,Yes,,,AMD,Ryzen 3 Quad Core,3rd Gen,Yes,256 GB,8 GB,DDR4,,,,,AMD Radeon amd redeon,,,Windows 11 Home,,,,,No,39.62 cm (15.6 inch),1080 x 1920$$Pixels pixel,,,,,,yes,,,Not Available,,,,,1 Year Warranty,on site,Manufacturer Defect,"Damage, Burn",,,,,,4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,https://www.flipkart.com/asus-rog-flow-x13-2021-ryzen-9-octa-core-5900hs-5th-gen-32-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-120-hz-gv301qh-k6461ts-2-1-gaming-laptop/p/itmf10a123ac9ff8?pid=COMGCXNFTFHCBRHZ&lid=LSTCOMGCXNFTFHCBRHZD9Y6NJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_88&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCXNFTFHCBRHZ.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GV301QH-K6461TS 2 in 1 Gaming Laptop  (13.4 Inch, Black, 1.3 KG, With MS Office)",,"?1,29,990","Laptop, Power Adaptor, User Guide, GV 301 Sleeve Bag, Pen, Warranty Documents",GV301QH-K6461TS,GV301QH-K6461TS,ROG Flow X13,ROG Flow X13 (2021),Black,2 in 1 Gaming Laptop,"Gaming, Processing & Multitasking",100W AC Adapter,4 Cell,Yes,GDDR6,4 GB,AMD,Ryzen 9 Octa Core,5th Gen,Yes,1 TB,32 GB,LPDDR4X,Ryzen 9 5900HS,3.1 GHz with Turbo Boost up to 4.5 GHz,16,16,NVIDIA GeForce GTX 1650,8,64 bit,Windows 10 Home,,Yes,"1 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 1 Type-C (Support DisplayPort/Power Delivery)",1 x HDMI Port (v2.0b),Yes,34.04 cm (13.4 Inch),1920 x 1200 Pixel,"WUXGA LED Backlit Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 120 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75% Adobe, 75% DCI-P3, Pantone Validated)",Built-In Dual Speakers,Built-In Array Microphone (AI Noise Cancelling),"2 x 1W Speaker with Smart Amp Technology, DAC and Dolby Atmos Software",Wi-Fi 6 (802.11ax),v5.1,29.9 x 22.2 x 1.58,1.3 KG,Not Available,No,Backlit Chiclet Keyboard,Yes,"Viewing Angle (89/89/89/89), 62 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD Webcam,Touchpad,Microsoft Office Home and Student 2019,4-5 Hrs,NA,,4266 MHz,No,,,No,"Sleeve Bag, Pen",1 Year,,,,PCIe NVMe M.2,,64,120 Hz,NA,,,,,Yes,35 W,No,,,,,,,,,,,
16,https://www.flipkart.com/msi-gp66-leopard-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-240-hz-11ug-gaming-laptop/p/itm35c0e68298bbf?pid=COMGCYZHGA882HQX&lid=LSTCOMGCYZHGA882HQXL71A5Z&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_89&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCYZHGA882HQX.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP66 Leopard 11UG Gaming Laptop  (15.6 inches, Black, 2.9 kg)",,"?1,58,270","Laptop, Battery, Power Adapter, User Guide, Stealth Trooper Backpack",GP66 Leopard 11UG,9S7-154322-418,GP66 Leopard 11UG,GP66 Leopard,Black,Gaming Laptop,"Processing & Multitasking, Gaming",280 W AC Adapter,4 cell,No,GDDR6,8 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,11800H,4.60 GHz with Max Turbo Frequency,64GB,,NVIDIA GeForce RTX 3070,,64 bit,Windows 10 Home,,Yes,"3 x Type-A USB 3.2 gen1, 1 x RJ45, 1 x Mini-Display Port",1 x HDMI 2.1,No,39.62 cm (15.6 inches),1920 x 1080 Pixels,Full HD IPS Display (100% sRGB),2 x 2 W Speakers,Yes,Realtek ALC 298,Killer Wi-Fi 6E AX1675,v5.2,397 x 284 x 25.9,2.9 kg,Not Available,,Per key RGB steel series Keyboard,Yes,"SteelSeries Engine 3, Matrix Display (Extend), VR Ready, Cooler Boost 5, Per-Key RGB Gaming Keyboard by Steelseries, Hi-Res Audio, Nahimic 3, Thin Bezel, 240Hz Panel, WiFi 6E, Discrete Graphics Mode, Speaker Tuning Engine, 2.5Gb LAN",2 Year Warranty,Carry-In Warranty,Part Failure,Physical Damage|| Burn|| Liquid Spill,2 Year,Yes,HD type (30fps at 720p) Webcam,Touchpad,"Steel Series Engine 3, Matrix Display (Extend), VR Ready, Cooler Boost 5, Per-Key RGB gaming keyboard by Steelseries, Hi-Res Audio, Nahimic 3, Thin Bezel, 240Hz Panel, WiFi 6E, Discrete Graphics Mode, Speaker Tuning Engine, 2.5Gb",3 Hours,,2,3200 MHz,Yes,Realtek ALC298,,Yes,,2 Year,,,,PCIe NVMe,,64 bits,240 Hz,,NA,,,,,140 W,,,,,,,,,,,,
17,https://www.flipkart.com/asus-vivobook-15-oled-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l301ws-laptop/p/itm1f81ebe4b317b?pid=COMGCWVDMTPEHC6J&lid=LSTCOMGCWVDMTPEHC6JFF7LRD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_90&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWVDMTPEHC6J.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"ASUS Vivobook 15 OLED Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L301WS Laptop  (15.6 inch, Hearty Gold, 1.80 kg kg, With MS Office)",,"?47,990","Laptop, Manual, Adaptor",K513EA-L301WS,90NB0SG3-M43670,Vivobook Ultra K15,Vivobook 15 OLED,Hearty Gold,Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking",65W AC Adapter,"42WHrs, 3S1P, 3-cell Li-ion",Yes,DDR4,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,Core i3-1115G4,"Intel® Core™ i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)",,6MB,Intel Integrated Intel® UHD Graphics,2,64 bit,Windows 11 Home,,Yes,1x USB 3.2 Gen 1 Type-A | 1x USB 3.2 Gen 1 Type-C | 2x USB 2.0 Type-A,1x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, LED Backlit, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 85 ?",Built-in speaker,Built-in microphone,,,yes,35.90 x 23.50 x 1.79 Cm,1.80 kg kg,Not Available,Yes,Backlit Chiclet Keyboard with Num-key,Yes,,1 Year Onsite Warranty,onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD camera,,,3 Hours,,,3200 MHz,,Audio by ICEpower®,400 Nits,No,,1 Year,Wi-Fi 6(802.11ax,,,NVMe™ PCIe® 3.0 SSD,,64 Bit,,,Micro SD card reader,,,,,,,"100% DCI-P3 color gamut, PANTONE Validated",,,,,,,,,,
18,https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm41059a863fc02?pid=COMGCWBEFHWXXY5A&lid=LSTCOMGCWBEFHWXXY5ARDAKYJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_91&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEFHWXXY5A.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Grey, 1.37 kg, With MS Office)",4.3,"?64,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",CloudPro002,130290120208,Book Prime,Book Prime,Grey,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking",65W Type-C Adaptor,54Wh,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,LPDDR4X,11320H,Base 3.2 GHz Turbo Boost Upto 4.5 GHz,,8,Intel Integrated Iris Xe,,,Windows 11 Home,Windows 11 Home,,"1 x USB Gen 3.2 Thunderbolt 4, 1 x Type C USB 3.2 Gen 2 , 1 x TypeA USB Gen 3.1 Gen 1",,No,35.56 cm (14 inch),2160 x 1440 Pixel,"Quad HD, 60 Hz Refresh Rate",,,,,Yes,307.21 x 228.96 x 15.55 mm,1.37 kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,Smooth surface muilt-touch Trackpad with Gesture support,,Upto 12 hours,Intel i5-11320H,,4266 MHz,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,
19,https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm7d1b1a9d3579b?pid=COMGCWBEDBYGSMA6&lid=LSTCOMGCWBEDBYGSMA6UDVMC8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_92&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEDBYGSMA6.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Green, 1.37 kg, With MS Office)",4.3,"?64,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",CloudPro002,130290120210,Book Prime,Book Prime,Green,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking",65W Type-C Adaptor,54Wh,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,LPDDR4X,11320H,Base 3.2 GHz Turbo Boost Upto 4.5 GHz,,8,Intel Integrated Iris Xe,,,Windows 11 Home,Windows 11 Home,,"1 x USB Gen 3.2 Thunderbolt 4, 1 x Type C USB 3.2 Gen 2 , 1 x Type A USB Gen 3.1 Gen 1",,No,35.56 cm (14 inch),2160 x 1440 Pixel,"Quad HD, 60 Hz Refresh Rate",,,,,Yes,307.21 x 228.96 x 15.55 mm,1.37 kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,Smooth surface muilt-touch Trackpad with Gesture support,,Upto 12 hours,Intel i5-11320H,,4266 MHz,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,
20,https://www.flipkart.com/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itmcef634fed35db?pid=COMGCWBEUEYYC7WH&lid=LSTCOMGCWBEUEYYC7WHYDUYN1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_93&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCWBEUEYYC7WH.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)",4.3,"?64,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",CloudPro002,130290120209,Book Prime,Book Prime,Blue,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking",65W Type-C Adaptor,54Wh,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,LPDDR4X,11320H,Base 3.2 GHz Turbo Boost Upto 4.5 GHz,,8,Intel Integrated Iris Xe,,,Windows 11 Home,Windows 11 Home,,"1 x USB Gen 3.2 Thunderbolt 4, 1 x Type C USB 3.2 Gen 2 , 1 x Type A USB Gen 3.1 Gen 1",,No,35.56 cm (14 inch),2160 x 1440 Pixel,"Quad HD, 60 Hz Refresh Rate",,,,,Yes,307.21 x 228.96 x 15.55 mm,1.37 kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,Smooth surface muilt-touch Trackpad with Gesture support,,Upto 12 hours,Intel i5-11320H,,4266 MHz,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,
21,https://www.flipkart.com/dell-g15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-165-hz-g15-5511-se-gaming-laptop/p/itm39da14bb5a421?pid=COMGCQQZZYT3G54U&lid=LSTCOMGCQQZZYT3G54UQEYIN0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_4_94&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=ea708dc0-b248-4808-91aa-11961fc788e8.COMGCQQZZYT3G54U.SEARCH&ssid=3s0bamxoztl6qzgg1653219740289,"DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/165 Hz) G15-5511 SE Gaming Laptop  (15.6 inch, Obsidian Black, 2.65 kg, With MS Office)",,"?1,03,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",G15-5511 SE,D560669WIN9B,G15-5511 SE,G15,Obsidian Black,Gaming Laptop,Gaming,,6 Cell,Yes,GDDR6,4 GB,Intel,Core i7,11th Gen,Yes,512 GB,16 GB,DDR4,11800H,Base Frequency 2.6 GHz Upto Max Turbo Frequency at 4.4 GHz,32,24 MB,NVIDIA GeForce RTX 3050 Ti,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Port, 2 x USB 2.0 Ports",1 x HDMI 2.0,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, WVA AG, 300 nits, 165Hz, 100% RGB(SE), Narrow Border",Yes,Yes,Nahimic 3D Audio,Intel Wi-Fi 6 2x2 (Gig+),v5.0,357 x 272 x 24.9 mm,2.65 kg,Not Available,,English International Backlit Keyboard Orange,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Available,HD,Touchpad,Microsoft Office Home & Student 2021,Upto 10 Hours,,2,3200 MHz,Yes,,,,,,,,,M.2 SATA,,64 Bit,165 Hz,McAfee,1 x SD Card Slot,Kensington Lock Port,,,,,,,,,,,,,,,,
